date,q_oil,q_gas,q_water,glr,whfp,whft
9/4/2017,1236.6488,319.1,1299.3172,115.770875,243.7501,78.2
9/5/2017,1252.6488,320.1,1225.3172,141.770875,223.7501,80.2
9/6/2017,1219.6488,313.1,1267.3172,111.770875,169.49,77.2
9/7/2017,1243.6488,302.1,1239.3172,134.770875,243.17,79.2
9/8/2017,1266.6488,312.1,1286.3172,117.770875,153.88,79.2
9/9/2017,1250.6488,334.1,1268.3172,130.770875,136.55,77.2
9/10/2017,1219.6488,337.1,1246.3172,140.770875,134.07,80.2
9/11/2017,1210.6488,332.1,1230.3172,139.770875,166.95,78.2
9/12/2017,1261.6488,306.1,1258.3172,112.770875,194.48,77.2
9/13/2017,1266.6488,328.1,1234.3172,111.770875,250.61,81.2
9/14/2017,1264.6488,339.1,1245.3172,110.770875,323.75,79.2
9/15/2017,1218.6488,305.1,1267.3172,110.770875,347.34,77.2
9/16/2017,1247.6488,334.1,1271.3172,121.770875,353.93,78.2
9/17/2017,1259.6488,323.1,1228.3172,123.770875,356.01,81.2
9/18/2017,1266.6488,321.1,1235.3172,119.770875,250.7501,81.2
9/19/2017,1261.6488,332.1,1288.3172,108.770875,222.7501,77.2
9/20/2017,1265.6488,319.1,1279.3172,145.770875,260.7501,79.2
9/21/2017,1236.6488,304.1,1235.3172,74.3,281.01,77.2
9/22/2017,775.05,330,1227.3172,140.03,196.94,74.05
9/23/2017,1072.82,390,1443.32,155.4,181.32,75.34
9/24/2017,1107.82,440,1234.92,186.53,187.55,77.65
9/25/2017,1165.21,440,1243.49,183.09,203.17,77.46
9/26/2017,1465.83,280,1520.15,95.11,205.16,78.95
9/27/2017,1474.01,490,1509.03,164.26,205.61,79.62
9/28/2017,1519.41,470,1445.91,156.81,204.03,79.82
9/29/2017,1721.1,410,1302.3172,118.75,171.08,81.36
9/30/2017,1223.6488,307.1,1297.3172,158.21,166,81.75
10/1/2017,1230.6488,326.1,1247.3172,162.13,168.5,81.87
10/2/2017,1226.6488,304.1,1228.3172,174.59,166.25,81.68
10/3/2017,1211.6488,331.1,1235.3172,180.55,162.99,82.24
10/4/2017,1259.6488,305.1,1245.3172,162.98,162.26,82.33
10/5/2017,1663.42,316.1,1312.3172,170.91,162.22,82.26
10/6/2017,1707.2,319.1,1298.3172,156.51,165.22,82.41
10/7/2017,1668.9,520,1260.3172,153.1,164.41,82.44
10/8/2017,1709.68,430,1300.3172,121.42,163.59,82.46
10/9/2017,1694.57,470,1220.3172,132.82,162.77,82.57
10/10/2017,1663.11,390,1308.3172,111.58,163.08,82.3
10/11/2017,1619.26,360,1220.3172,105.44,163.78,82.58
10/12/2017,1603.4,350,1280.3172,103.86,182.04,82.18
10/13/2017,1560.08,290,1261.3172,87.62,183.42,81.95
10/14/2017,1517.86,240,1266.3172,74.23,177.49,82.25
10/15/2017,1577.52,230,1247.3172,70.66,176,82.02
10/16/2017,1572.28,290,1286.3172,87.09,179.44,82
10/17/2017,1581.12,310,1224.3172,93.5,180.4,82.3
10/18/2017,1552.14,320,1216.3172,97.86,182.16,82.36
10/19/2017,1635.29,310,1273.3172,92.62,179.15,82.47
10/20/2017,1508.22,240,1292.3172,74.31,167.26,82.57
10/21/2017,1584.46,340,1214.3172,103.44,180.89,82.49
10/22/2017,1557.18,300,1269.3172,90.62,178.75,82.47
10/23/2017,1574.98,490,1270.3172,144.03,162.09,82.65
10/24/2017,1586.51,490,1278.3172,146.36,167.51,82.66
10/25/2017,1559.22,308.1,1234.3172,160.45,165.21,82.8
10/26/2017,1523.34,440,1544.34,142.45,206.12,81.97
10/27/2017,1498.05,330,1238.3172,100.62,172.81,82.48
10/28/2017,1549.42,350,1287.3172,102.44,174.6,82.59
10/29/2017,1539.22,330,1234.3172,98.8,173.6,82.52
10/30/2017,1538.26,320,1235.3172,97.13,175.06,82.48
10/31/2017,1523.01,300,1252.3172,89.61,173.74,82.67
11/1/2017,1524.48,290,1277.3172,86.94,173.34,82.68
11/2/2017,1523.34,320,1286.3172,95.55,172.99,82.63
11/3/2017,1524.72,270,1233.3172,82.2,174.17,82.59
11/4/2017,1529.22,290,1225.3172,87.17,174.6,82.99
11/5/2017,1510.74,380,1271.3172,115.06,173.92,82.89
11/6/2017,1472.16,350,1240.3172,112.35,178.59,82.72
11/7/2017,1447.69,350,1227.3172,106.96,176.89,82.5
11/8/2017,1493.95,410,1276.3172,122.23,178.29,82.78
11/9/2017,1549.2,400,1248.3172,116,179.34,82.98
11/10/2017,1654.46,500,1940.58,138.25,178.94,82.92
11/11/2017,1592.76,657.8,1861.57,95.24,178.16,82.91
11/12/2017,1612.54,669.8,1849.57,106.29,180.02,82.9
11/13/2017,1513.95,670.8,2098.8469,93.34,203.53,82.43
11/14/2017,1450.27,668.8,2131.8469,77.18,200.46,82.64
11/15/2017,1441.5,655.8,2116.8469,76.57,211.87,82.38
11/16/2017,1355.9397,673.8,2175.64,15.97,120.05,79.2
11/17/2017,1365.9397,692.8,2159.8469,196.2786735,118.03,80.2
11/18/2017,1333.9397,670.8,2159.8469,199.2786735,117.28,81.2
11/19/2017,1457.41,678.8,2215.66,248.92,225.81,73.75
11/20/2017,1405.17,680.8,2162.48,124.45,208.83,82.08
11/21/2017,1410.93,658.8,2054.01,122.37,210.63,81.63
11/22/2017,1417.24,677.8,2004.92,117.47,205.07,81.89
11/23/2017,1419.27,688.8,1952.06,121.32,204.15,82.02
11/24/2017,1418.47,672.8,2018.53,119.58,203.71,82.01
11/25/2017,1443.4,681.8,2022.85,125.5,204.62,82.03
11/26/2017,1448.02,669.8,2004.87,121.35,204.38,82.1
11/27/2017,1442.24,664.8,2015.87,118.27,205.61,82.08
11/28/2017,1438.03,687.8,1984.12,121.85,210.08,82.16
11/29/2017,1472.8,681.8,2097.16,129.69,207.34,82.1
11/30/2017,1456.92,666.8,2009.43,128.09,206.48,82.14
12/1/2017,1441.6,661.8,2040.88,130.08,206.3,82.21
12/2/2017,1450.33,673.8,1968.71,129.86,207.36,82.29
12/3/2017,1444.73,656.8,1970.59,120.93,208.53,82.22
12/4/2017,1428.64,690.8,1964.18,127.33,210.22,82.3
12/5/2017,1407.68,682.8,1983.95,119.41,209.31,82.13
12/6/2017,1388.63,668.8,1952.34,133.79,206.91,82.23
12/7/2017,1401.14,683.8,2008.63,134.32,202.97,82.4
12/8/2017,1411.7,480,2010.75,140.54,201.62,82.23
12/9/2017,1408.99,480,1977.88,141.72,200.63,82.38
12/10/2017,1401.55,480,2008.44,141.64,202.73,82.41
12/11/2017,1407.55,480,2064.19,137.4,204.06,82.45
12/12/2017,1401.75,490,2019.08,142.95,204.2,82.57
12/13/2017,1177.22,692.8,2242.6,299.43,197.74,82.83
12/14/2017,1226.6,840,2333.57,237.35,198.75,82.64
12/15/2017,1197.31,810,2350.02,227.21,202.06,82.36
12/16/2017,1168.64,700,2080.8469,195.08,197.31,82.32
12/17/2017,1195.58,740,2310.25,211.36,196.46,82.29
12/18/2017,1212.86,688.8,2295.85,249.95,198.24,82.2
12/19/2017,1214.41,674.8,2309.39,251.72,198.88,82.22
12/20/2017,1209.44,870,2315.03,246.56,199.4,82.57
12/21/2017,1220.33,666.8,2268.88,261.66,199.67,82.23
12/22/2017,1208.74,658.8,2239.19,269.15,199.97,82.33
12/23/2017,1212.48,659.8,2323.7,263.56,200.43,82.32
12/24/2017,1175.93,669.8,2271.76,271.78,197.48,82.39
12/25/2017,1176.89,620,2240.9,182.57,198.68,82.58
12/26/2017,1184.94,690,2220.1,202.05,201.48,82.45
12/27/2017,1183.54,630,2281.68,181.52,205.39,82.33
12/28/2017,1165.72,720,2281.39,209.16,208.52,82.25
12/29/2017,1170.58,750,2289.29,216.48,206.56,82.19
12/30/2017,1188.26,750,2259.4,217.54,204.42,82.18
12/31/2017,1188.46,760,2243.36,222.33,208.4,82.09
1/1/2018,1180.32,800,2260.78,231.03,207.39,82.18
1/2/2018,1178.57,800,2304.67,228.81,209.64,82.25
1/3/2018,1165.46,790,2324.5,225.79,206.69,82.42
1/4/2018,1186.2,760,2276.78,220.62,206.38,82.56
1/5/2018,1177.43,790,2273.18,229.81,213.56,82.39
1/6/2018,1162.05,730,2286.8,211.95,216.43,82.36
1/7/2018,1151.23,685.8,2087.15,146.68,215.3,82.48
1/8/2018,1146.91,500,1986.62,158.29,219.69,82.51
1/9/2018,1132.99,490,2050.16,155.19,214.26,82.29
1/10/2018,1131.7,520,2060.19,162.6,215.78,82.24
1/11/2018,1136.21,510,2022.01,162.12,218.52,82.09
1/12/2018,1127.03,520,2019.06,165.28,220.55,81.99
1/13/2018,1122.58,520,2020.39,166.4,220.1,82.17
1/14/2018,1111.02,520,2022.49,164.35,221.6,82.24
1/15/2018,1112.5,550,2040.22,174.77,219.61,82.23
1/16/2018,1125.22,540,1962.07,174.91,221.34,82.36
1/17/2018,1128.29,550,1973.92,177.62,219.1,82.31
1/18/2018,1132.11,560,1996.23,177.73,219.23,82.33
1/19/2018,1125.85,690,2066.3,217.72,210.27,82.68
1/20/2018,1144.47,760,2055.64,236.55,221.01,82.45
1/21/2018,1152.6,750,2096.72,229.59,221.66,82.41
1/22/2018,1137.53,650,2059.08,203.97,223.52,82.42
1/23/2018,1116.17,660,2086.68,207,219.97,82.55
1/24/2018,1151.33,630,2020.16,198.33,219.74,82.58
1/25/2018,1139.92,630,2002.72,199.83,219.63,82.58
1/26/2018,1240.43,590,2096.94,176.19,225.83,83.95
1/27/2018,1624.53,760,2404.14,188.15,222.43,84.05
1/28/2018,1641.52,800,2098.8469,196.7,221.22,84.2
1/29/2018,1665.04,820,2075.8469,198.49,220.54,84.05
1/30/2018,1667.81,860,2418.07,210.24,220.62,84.05
1/31/2018,1649.54,870,2411.07,215.24,222.18,84
2/1/2018,1646.53,665.8,2070.8469,226.81,222.54,83.95
2/2/2018,1649.73,684.8,2396.4,237.26,224.25,83.9
2/3/2018,1661.5,687.8,2387.47,246.48,224.59,83.85
2/4/2018,1639.2,658.8,2157.8469,245.45,222.27,83.85
2/5/2018,1624.69,680.8,2366.26,265.35,224.44,83.79
2/6/2018,1641.74,687.8,2098.8469,277.21,225.47,83.8
2/7/2018,1659.26,679.8,2383.9,284.18,223.46,83.96
2/8/2018,1661.43,674.8,2344.35,284.84,217.41,83.98
2/9/2018,1655.38,672.8,2350.01,290.11,216.77,84.15
2/10/2018,1631.56,654.8,2408.75,249.24,232.07,83.92
2/11/2018,1646.26,661.8,2336.11,297.06,237,83.76
2/12/2018,1637.48,680.8,2241.74,308.05,239.17,83.64
2/13/2018,1659.63,668.8,2371.25,274.63,240.56,83.65
2/14/2018,1660.07,688.8,2324.04,279.61,235.59,83.76
2/15/2018,1643,660.8,2340.15,277.92,240.56,83.95
2/16/2018,1629.95,687.8,2278.61,286.55,236.03,84.14
2/17/2018,1611.07,677.8,2353.76,282.48,236.64,83.87
2/18/2018,1599.13,718.4,2342.23,283.4,239.24,83.91
2/19/2018,1571.91,718.4,2276.13,280.14,237.73,83.95
2/20/2018,1623.15,707.4,2376.58,378.78,208.39,84.39
2/21/2018,1702.88,736.4,2446.27,303.44,207.85,84.45
2/22/2018,1697.48,706.4,2413.33,301.64,207.96,84.35
2/23/2018,1695.91,732.4,2477.07,290.92,209.07,84.32
2/24/2018,1685.57,728.4,2467.01,295.24,206,84.42
2/25/2018,1676.45,713.4,2467.8,302.35,208.27,84.28
2/26/2018,1661.67,714.4,2460.62,294.98,206.05,84.36
2/27/2018,1679.39,717.4,2497.46,295.44,205.05,84.49
2/28/2018,1684.74,729.4,2445.52,296.11,207.57,84.64
3/1/2018,1670.63,713.4,2343.78,303.66,204.67,84.7
3/2/2018,1722.11,830,2194.48,211.41,171.65,85.23
3/3/2018,1714.89,910,2334.97,223.71,181.86,85.48
3/4/2018,1741.39,890,2417.52,213.76,185.15,85.49
3/5/2018,1725.3,780,2442.17,186.2,208.15,84.73
3/6/2018,1822.78,700,2400.75,165.03,189.04,84.66
3/7/2018,1755.31,750,2504.93,175.81,200.94,83.94
3/8/2018,1720.69,780,2546.44,181.86,203.85,83.86
3/9/2018,1777.32,780,2492.92,182.89,192.49,83.96
3/10/2018,1725.82,810,2242.8738,187.01,191.49,83.78
3/11/2018,1774.62,820,2550.29,188.91,187.8,84.58
3/12/2018,1729.02,790,2374.28,193.5,187.74,84.52
3/13/2018,1706.46,790,2430.88,189.98,188.37,84.48
3/14/2018,1723.56,740,2466.56,176.61,206.33,84.41
3/15/2018,1760.26,720,2231.8738,163.16,205.69,83.48
3/16/2018,1711.24,610,2339.52,151.82,236.77,84.05
3/17/2018,1746.39,640,2384.35,153.73,199.66,83.6
3/18/2018,1726.46,780,2405.49,188.29,233.45,84.17
3/19/2018,1621.79,610,2354.5,153.91,228.83,84.69
3/20/2018,1746.25,590,2326.82,144.36,224.26,84.02
3/21/2018,1749.45,530,2373.42,128.79,236.92,84.45
3/22/2018,1631.95,570,2268.16,147.45,224.99,84.53
3/23/2018,1800.76,690,2472.16,161.95,229.6,84.52
3/24/2018,1785.58,670,2518.2,155.44,231.87,84.61
3/25/2018,1803.45,670,2515.16,154.68,232.11,84.56
3/26/2018,1868.37,690,2461.02,160.53,227.74,84.6
3/27/2018,1859.1,700,2409.71,164.45,226.29,84.68
3/28/2018,1842.9,700,2476.34,162.3,224.07,84.77
3/29/2018,1876.31,720,2511.13,163.42,233.24,84.93
3/30/2018,1780.19,700,2373.89,169.47,229.06,84.72
3/31/2018,1798.67,710,2320.76,172.35,229.87,84.74
4/1/2018,1782.99,710,2279.21,174.29,229.68,84.66
4/2/2018,1808.47,680,2315.74,164.4,227.38,84.71
4/3/2018,1774.69,660,2338.44,161.19,233.41,84.7
4/4/2018,1796.05,710,2378.95,171.26,234.52,84.81
4/5/2018,1595.01,600,2246.39,155.67,231.31,84.85
4/6/2018,1698.7,530,2276.75,134.32,226.32,84.52
4/7/2018,1687.51,600,2283.52,152.35,227.64,84.33
4/8/2018,1698.71,600,2210.49,152.97,224.61,84.22
4/9/2018,1686.19,590,2229.48,151.44,230.07,83.86
4/10/2018,1676.47,570,2266.02,145.85,229.28,84.1
4/11/2018,1758.79,660,2292.14,161.94,185.63,85.17
4/12/2018,1750.89,680,2225.65,170,184.74,85.13
4/13/2018,1798.39,730,2214.82,181.65,193.7,85.25
4/14/2018,1841.18,760,2094.3,192.1,208.67,84.36
4/15/2018,1757.34,830,2528.66,193.97,223.6261616,77.2
4/16/2018,1460.5559,731.4,2240.8738,180.8407609,172.6261616,77.2
4/17/2018,1443.5559,736.4,2219.8738,212.8407609,177.6261616,78.2
4/18/2018,1475.5559,733.4,2279.8738,182.8407609,219.6261616,79.2
4/19/2018,1479.5559,723.4,2218.8738,192.8407609,182.6261616,80.2
4/20/2018,1424.5559,724.4,2254.8738,201.8407609,228.6261616,80.2
4/21/2018,1455.5559,714.4,2294.8738,198.8407609,199.6261616,79.2
4/22/2018,1460.5559,704.4,2207.8738,190.8407609,179.6261616,80.2
4/23/2018,1483.5559,729.4,2255.8738,198.8407609,173.6261616,81.2
4/24/2018,1911.38,701.4,2291.8738,371.63,193.45,79.73
4/25/2018,1821.95,910,2277.8738,204.54,235.72,79.69
4/26/2018,1805.23,610,2546.72,139.48,234.43,79.68
4/27/2018,1458.72,729.4,2226.8738,113.81,213.19,82.92
4/28/2018,1414.35,715.4,2254.8738,116.6,229.45,83.24
4/29/2018,1397.01,570,2205.8738,136.99,226.72,83.33
4/30/2018,1374.98,550,2261.8738,139.56,221.74,84.05
5/1/2018,1438.01,560,2426.33,144.4,220.73,84.06
5/2/2018,1437,550,2530.68,138.12,212.45,84.49
5/3/2018,1428.83,620,2388.04,162.44,209.09,84.8
5/4/2018,1228.61,620,2394.52,170.29,189.72,84.91
5/5/2018,1225.67,790,2378.63,218.91,216.2,84.94
5/6/2018,1180.57,700,2411,195.74,219.69,84.28
5/7/2018,1176.36,650,2372.96,182.29,213.05,83.24
5/8/2018,1190.37,710,2331.18,203.04,211.31,84.96
5/9/2018,1179.54,730,2463.86,201.73,213.23,85
5/10/2018,1146.76,700,2406.14,195.9,208.6,85.15
5/11/2018,1156.47,700,2282.55,203.84,210.88,85.05
5/12/2018,1133.73,720,2286.2,211.99,196.91,85.05
5/13/2018,1110.06,750,2298.8738,199.76,193,85.07
5/14/2018,1243.29,730,2231.8738,184.21,193.69,84.59
5/15/2018,1252.24,740,2215.8738,191.71,198.55,84.24
5/16/2018,1273.09,760,2252.8738,198.91,214.61,83.96
5/17/2018,1256.33,760,2466.37,205.23,215.77,84.09
5/18/2018,1273.8,740,2212.8738,189.88,217.32,84.2
5/19/2018,1271.69,740,2207.8738,188.37,221.59,84.22
5/20/2018,1286.39,720,2221.8738,183.47,221.78,84.22
5/21/2018,1262.96,720,2286.8738,184.8,222.12,84.15
5/22/2018,1287.18,710,2264.8738,183.66,225.42,84.12
5/23/2018,1274.05,830,2453.83,221.84,222.53,84.16
5/24/2018,1333.57,810,2447.3,213.97,222.05,84.03
5/25/2018,1370.42,780,2277.8738,196.48,222.5,83.93
5/26/2018,1344.23,760,2507.2,197.59,222.73,84.03
5/27/2018,1362.04,770,2215.8738,188.78,224.52,83.97
5/28/2018,1340.03,780,2224.8738,191.11,223.53,83.78
5/29/2018,1336.85,506.1,2769.55,200.66,221.67,83.67
5/30/2018,1334.94,495.1,2819.66,188.95,224.54,83.59
5/31/2018,1305.04,525.1,2743.44,184.02,213.49,84.06
6/1/2018,1391.8,524.1,2832.13,175.72,239.5165,81.2
6/2/2018,1254.4051,508.1,2737.433,136.617551,218.5165,80.2
6/3/2018,1514.36,524.1,2837.31,293.91,211.23,79.65
6/4/2018,1248.84,510,2716.433,118.46,208.25,80.8
6/5/2018,1237.21,530,3023.06,124.87,216.08,79.92
6/6/2018,1222.37,480,3041.04,112.82,210.31,82.01
6/7/2018,1223.21,520,2766.433,120.37,205.9,83.36
6/8/2018,1225.08,520,2711.433,120.4,207.43,83.3
6/9/2018,1204.37,540,3021.99,128.48,208.68,83.33
6/10/2018,1211.85,530,2990.24,125.65,206.5,83.52
6/11/2018,1198.48,540,2910.24,130.7,206.39,83.3
6/12/2018,1182.33,470,3037.53,111.62,207.66,83.16
6/13/2018,1186.33,570,2722.433,132.27,213.94,83.28
6/14/2018,1218.53,530,2878.05,129.38,223.11,83.23
6/15/2018,1166.08,530,2830.66,133.36,217.64,83.43
6/16/2018,1184.73,460,2779.79,115.78,210.53,83.33
6/17/2018,1170.44,430,2614.58,113.87,212.08,83.37
6/18/2018,1158.84,420,2740.42,107.46,207.42,83.24
6/19/2018,1153.14,490,3002.18,117.92,209.19,82.3
6/20/2018,1075.43,440,2927.86,110.76,225.5165,77.2
6/21/2018,1199.4051,496.1,2699.433,128.617551,237.5165,82.2
6/22/2018,1246.22,522.1,2763.433,216.46,217.12,73.9
6/23/2018,1139.59,650,2713.433,151.49,210.8,81.39
6/24/2018,1082.58,570,3030.58,138.09,214.87,80.15
6/25/2018,1104.06,630,2984.34,153.85,236.04,79.94
6/26/2018,1087.84,600,3008.63,146.71,229.95,79.85
6/27/2018,1116.14,580,2958.77,142.58,233.79,79.96
6/28/2018,1096.93,590,2940.14,145.15,245.58,79.66
6/29/2018,1099.51,580,2947.08,143.08,241.92,79.63
6/30/2018,1093.86,560,2943.04,138.22,229.58,79.55
7/1/2018,1107.48,570,2976.01,140.81,242.26,79.83
7/2/2018,1100.55,570,2926.58,142.28,237.33,79.94
7/3/2018,1089.75,560,2974.25,138.29,243.37,79.11
7/4/2018,1006.27,540,2964.24,135.5,243.61,79.39
7/5/2018,1031.96,590,2909.5,148.68,222.22,80.25
7/6/2018,1009.58,590,2810.31,154.72,190.64,80.2
7/7/2018,1062.92,560,2910.36,140.94,240.67,79.91
7/8/2018,1069.45,560,2900.85,141.05,238.32,79.41
7/9/2018,1081.66,550,2915.92,136.33,244.19,79.56
7/10/2018,1079.36,550,2902.87,139.12,243.41,79.15
7/11/2018,1125.49,560,2894.15,138.32,240.14,79.74
7/12/2018,1144.36,550,2991.38,131.78,241.12,79.61
7/13/2018,1133,420,2936.7,102.46,233.64,79.97
7/14/2018,1144.49,500,2879.64,124.75,237.76,80.02
7/15/2018,1130.7,510,2888.56,125.89,235.43,80.09
7/16/2018,1264.58,440,2852.23,107.12,227,80.12
7/17/2018,1277.38,420,2843.34,101.44,242.25,81.24
7/18/2018,1269.06,430,2827.08,104,244.57,81.26
7/19/2018,1196.83,440,2844.11,107.65,244.32,81.45
7/20/2018,1304.46,430,2829.16,104.03,237.93,81.43
7/21/2018,1294.4,420,2792.33,102.53,235.74,81.5
7/22/2018,1258.46,420,2854.6,103.2,238.7,81.38
7/23/2018,1305.13,410,2877.66,97.3,235.99,81.5
7/24/2018,1307.8,450,2928.01,106,233.2,81.4
7/25/2018,1304.11,450,2790.433,102.95,234.78,81.32
7/26/2018,1287.33,430,2781.81,105.67,233.52,81.24
7/27/2018,1298.5,420,2735.34,104.86,235.59,81.2
7/28/2018,1282.49,390,2838.4,94.15,227.09,81.26
7/29/2018,1296.76,400,2883.53,96.17,227.35,81.33
7/30/2018,1415.96,420,2581.62,105.81,216.59,81.45
7/31/2018,1398.53,410,2648.68,100.56,240.42,81.29
8/1/2018,1407.62,350,2715.21,85.62,229.15,81.32
8/2/2018,1389.65,400,2735.433,112.05,250.1,80.8
8/3/2018,1358.27,420,2775.433,121.3,264.98,80.66
8/4/2018,1330.39,400,2580.59,103.04,262.21,80.83
8/5/2018,1349.35,460,2608.76,116.47,257.94,80.88
8/6/2018,1329.07,450,2490.73,118.07,250.74,80.76
8/7/2018,1359.38,470,2524.05,121.8,244.57,80.78
8/8/2018,1357.56,490,2632.69,121.8,242.5,80.69
8/9/2018,1382.56,500,2610.3,124.22,244.15,80.73
8/10/2018,1385.59,500,2713.44,122.22,246.22,80.76
8/11/2018,1408.01,510,2799.03,121.96,245.42,80.55
8/12/2018,1358.46,500,2629.92,124.61,248.9,80.5
8/13/2018,1354.68,500,2595.98,125.8,250.75,80.63
8/14/2018,1331.92,470,2672.68,117.12,250.96,80.65
8/15/2018,1352.47,420,2681.44,103.62,251.86,80.81
8/16/2018,1347.73,510,2656.03,126.13,270.53,80.12
8/17/2018,1302.33,510,2658.08,128.02,258.93,81.4
8/18/2018,1317.2,520,2660.21,131.24,266.37,81.04
8/19/2018,1290.02,490,2627.89,125.07,261.3,81.23
8/20/2018,1284.23,520,2691.47,130.54,283.37,80.07
8/21/2018,1379.27,580,2727.52,140.71,259.24,80.39
8/22/2018,1368,490,2890.74,115.53,252.6,80.44
8/23/2018,1464.38,440,2743.64,105.51,267.21,79.71
8/24/2018,1407.83,460,2512.42,118.1,257.89,80.56
8/25/2018,1354.45,410,2576.14,103.04,269.65,79.74
8/26/2018,1370.97,420,2639.63,104.47,269.74,79.89
8/27/2018,1381.4,460,2607.61,114.06,284.46,79.42
8/28/2018,1241.97,530,2596.58,137.81,292.69,79.39
8/29/2018,1296.13,570,2676.25,144.25,293.34,79.51
8/30/2018,1308.16,500,2637.74,126.21,287.56,79.62
8/31/2018,1292.52,660,2693,166.35,281.2,79.6
9/1/2018,1323.15,550,2651.42,138.63,290.61,79.56
9/2/2018,1326.3,560,2732.32,138.96,289.58,79.57
9/3/2018,1314.28,570,2678.64,142.25,286.56,79.48
9/4/2018,1307.13,570,2699.03,143.28,287.2,79.49
9/5/2018,1312.3,510,2727.27,127.24,268.6,79.39
9/6/2018,1317.01,470,2764.14,114.92,269.23,79.2
9/7/2018,1319.84,540,2802.2,131,269.15,79.27
9/8/2018,1306.33,352.9,2801.97,141.91,271.69,79.22
9/9/2018,1259.86,340.9,2741.11,143.97,269.33,79.24
9/10/2018,1273.29,332.9,2681.17,145.15,270.56,79.34
9/11/2018,1258.22,326.9,2618.28,147.81,270.55,79.4
9/12/2018,1250.75,500,2617.72,128.99,267.58,79.42
9/13/2018,1268.52,420,2635,107.08,266.26,79.3
9/14/2018,1290.91,400,2635.17,101.12,265.16,79.47
9/15/2018,1285.06,400,2619.82,101.67,264.76,79.54
9/16/2018,1322.22,410,2614.51,103.64,265.75,79.41
9/17/2018,1311.81,410,2557.38,106.74,263.31,79.39
9/18/2018,1246.6,460,2586.47,119.75,269.1,79.45
9/19/2018,1277.43,335.9,2741.7811,159.97,267.09,79.5
9/20/2018,1252.49,530,2770.7811,146.11,268.78,79.5
9/21/2018,1355.58,347.9,2466.97,156.7,264.85,79.57
9/22/2018,1231.85,450,2624.55,115.65,267.82,79.57
9/23/2018,1216.27,440,2785.42,110.45,267.22,79.61
9/24/2018,1136.09,360,2668.63,95.67,284.17,79.85
9/25/2018,1107.12,380,2703.45,100.25,280.21,79.84
9/26/2018,1181.36,340,2736.18,86.79,268.16,79.56
9/27/2018,1227.67,320,2769.2,79.06,262.19,79.52
9/28/2018,1230.23,380,2756.1,95.07,262.19,79.66
9/29/2018,1215.04,380,2681.71,98.54,259.52,79.74
9/30/2018,1207.57,380,2739.31,95.01,259.41,79.84
10/1/2018,1235.4,390,2818.46,95.22,261.89,79.59
10/2/2018,1221.58,390,2853.33,95.71,263.57,79.67
10/3/2018,876.97,300,2890.77,80.57,248.35,80.61
10/4/2018,878.74,290,2948.31,75.25,246.72,80.83
10/5/2018,910.56,280,2977.66,73.04,244.33,80.74
10/6/2018,919.56,290,2995.91,74.07,239.9,80.89
10/7/2018,928.65,300,2956.04,76.97,235.93,80.98
10/8/2018,906.52,260,2771.44,69.6,241.38,80.97
10/9/2018,862.31,250,2759.38,67.65,252.34,80.89
10/10/2018,890.92,260,2850.36,70.3,244.83,80.94
