date,q_oil,q_gas,q_water,glr,whfp,whft
10/11/2018,906.77,270,2888.55,71.4,237.2,80.88
10/12/2018,909.74,280,2739.72,77,231.75,81.3
10/13/2018,883.67,270,2752.81,74.25,233.43,81.52
10/14/2018,871.91,260,2899.99,69.73,237.57,81.49
10/15/2018,881.37,260,2868.53,69.07,248.45,81.13
10/16/2018,948.35,240,2773.78,65.29,233.43,81.21
10/17/2018,1027.59,270,2771.13,71.34,261.14,79.88
10/18/2018,1006.65,300,2825.23,79.07,259.1,79.77
10/19/2018,967.92,280,2675.67,75.69,259.17,79.65
10/20/2018,1013.18,300,2709.39,81.93,259.87,79.85
10/21/2018,1012.87,310,2662.78,83.52,256.94,79.91
10/22/2018,1014.15,310,2687.03,83.22,285.49,79.32
10/23/2018,995.55,330,2699.17,89.32,258.36,79.31
10/24/2018,1016.56,350,2755.5,91.73,262.59,79.58
10/25/2018,1021.1,320,2743.16,84.74,254.91,79.34
10/26/2018,1027.48,330,2768.8,86.4,257.43,79.24
10/27/2018,1203.6,370,2627.05,95.81,250.63,79.24
10/28/2018,1197.1,360,2576.48,95.67,251.48,79.26
10/29/2018,1173.52,360,2586.36,94.95,249.4,79.24
10/30/2018,1163.05,340,2579.84,91.11,248.77,79.24
10/31/2018,1121.25,360,2656.4,94.24,244.19,79.48
11/1/2018,1095.05,340,2653.62,91.23,246.94,79.16
11/2/2018,1134.91,350,2646.7,92.55,250.82,79.17
11/3/2018,1067.5,350,2772.14,90.89,254.04,79.24
11/4/2018,1052.61,350,2721.87,92.46,248.9,79.19
11/5/2018,1056.19,340,2732.76,89.73,255.36,79.12
11/6/2018,1035.28,330,2808.83,86.89,253.33,79.1
11/7/2018,1056.73,310,2642.54,82.72,256.04,79.36
11/8/2018,1043.98,280,2586.46,77.95,255.94,79.47
11/9/2018,1052.69,300,2515.64,85.47,254.52,79.46
11/10/2018,1041.04,300,2505.58,85.72,254.63,79.53
11/11/2018,1050.21,300,2510.05,83.98,250.32,79.6
11/12/2018,1078.17,320,2496.83,88.11,253.94,79.63
11/13/2018,1061.38,300,2573.82,81.43,256.58,79.6
11/14/2018,1055.12,300,2502.12,85.46,250.14,79.65
11/15/2018,1040.99,300,2624.74,82.38,262.17,79.25
11/16/2018,1029.39,280,2632.61,75.91,267.14,79.42
11/17/2018,1056.32,290,2642.07,78.14,251.2,79.74
11/18/2018,1043.85,320,2615.39,86.9,249.97,79.78
11/19/2018,944.62,340,2747.7811,99.89,229.71,83.77
11/20/2018,946.72,330,2737.7811,97.48,254.1,80.08
11/21/2018,1067.84,340,2587.95,93.82,257.42,80.13
11/22/2018,1087.51,350,2686.21,93.28,254.59,79.78
11/23/2018,946.65,280,2847.74,73.79,252.54,79.76
11/24/2018,928.3,300,2858.4,79.22,178.95,77.2
11/25/2018,947.08,290,2684.61,80.68,251.58,79.8
11/26/2018,917.99,280,2917.3,73.27,254.94,79.94
11/27/2018,897.16,300,2868.77,79.4,258.16,79.59
11/28/2018,897.47,290,2778.42,79.98,262.76,79.54
11/29/2018,909.94,290,2878.77,76.28,265.63,79.4
11/30/2018,911.81,290,2825.01,77.07,264.98,79.51
12/1/2018,931.9,280,2787.18,76.09,256.26,79.57
12/2/2018,954.53,310,2850.84,80.68,264.22,79.53
12/3/2018,906.84,300,2854.02,80.3,265.43,79.55
12/4/2018,906.88,300,2862.16,80.39,259.39,79.68
12/5/2018,928.51,300,2832.99,81.08,257.45,79.72
12/6/2018,898.49,310,2878.12,82.08,248.94,79.52
12/7/2018,967.91,300,2963.05,76.57,253.1,79.6
12/8/2018,951.74,310,2951.58,78.91,248.14,79.92
12/9/2018,760.62,230,2786.7811,59.99,246.39,79.73
12/10/2018,760.61,230,2736.7811,58.29,245.57,79.66
12/11/2018,747.66,230,2736.7811,60.8,247.65,79.59
12/12/2018,766.54,230,3012.64,59.54,242.4,79.54
12/13/2018,747.05,240,2989.25,63.16,248.6,79.53
12/14/2018,743.23,240,2785.7811,61.72,251.52,79.51
12/15/2018,772.41,240,3107,61.61,243.9,79.59
12/16/2018,748.69,240,3096.47,62.94,250.84,79.52
12/17/2018,739.6,240,3136.84,61.14,250.56,79.5
12/18/2018,732.7,240,3086.68,63.1,249.77,79.56
12/19/2018,748.79,240,3147.03,62.37,247.14,79.84
12/20/2018,747,240,3136.91,62.82,250.47,80.02
12/21/2018,744.98,250,3081.21,64.56,254.18,80.03
12/22/2018,751.44,250,3046.88,66.08,250.56,80.04
12/23/2018,770.21,250,3082.3,64.63,248.1,80.11
12/24/2018,763.48,250,3335.109673,66.62,250.62,80.4
12/25/2018,541.55,190,3319.86,49.98,244.08,80.27
12/26/2018,533.96,180,3143.81,50.03,243.31,80.13
12/27/2018,576.46,170,3180.35,46.05,242,80.22
12/28/2018,512.91,170,3077.57,47.9,249.46,79.9
12/29/2018,510.69,170,3357.65,44.46,251.11,79.91
12/30/2018,525.37,170,3253.15,46.05,247.17,79.82
12/31/2018,513.38,180,3288.23,46.3,252.28,79.7
1/1/2019,530.22,170,3215.81,46.45,245.05,79.78
1/2/2019,532.27,180,3316.34,45.99,247.65,79.88
1/3/2019,511.27,180,3377.55,46.29,252.39,79.99
1/4/2019,509.61,180,3348.8,45.61,262.08,80.94
1/5/2019,529.01,170,3404.1,43.73,256.56,80.8
1/6/2019,506.16,180,3454.34,44.94,259.06,80.39
1/7/2019,522.2,180,3386.32,45.03,255.12,80.63
1/8/2019,519.65,180,3401.92,46.15,256.41,80.48
1/9/2019,498.84,140,3444,35.25,253.76,80.42
1/10/2019,526.28,180,3544.31,43.48,260.87,80.81
1/11/2019,522.94,180,3365.13,45.52,254.15,80.75
1/12/2019,519.52,180,3260.109673,57.04,264.17,80.82
1/13/2019,518.53,180,3388.01,45.82,264.57,80.94
1/14/2019,522.56,180,3307.11,46.74,265.47,81.39
1/15/2019,536.71,180,3337.98,46.46,256.35,80.1
1/16/2019,529.6,180,3318.99,47.55,267.57,81.16
1/17/2019,526.6,180,3068.87,50.62,267.78,80.94
1/18/2019,521.23,180,3335.109673,52.59,260.18,80.52
1/19/2019,509.91,180,3263.109673,51.82,268.09,80.45
1/20/2019,498.19,180,3258.109673,43.53,243.18,80.36
1/21/2019,504.98,190,3281.109673,45.33,250.06,80.65
1/22/2019,517.9,180,3515.61,43.88,242.53,80.19
1/23/2019,515.92,180,3319.109673,43.21,255.41,80.65
1/24/2019,550.74,210,3602.11,50.33,257.17,80.61
1/25/2019,560.57,210,3539.1,50.25,259.91,80.94
1/26/2019,580.38,210,3549.58,50.12,266.18,81.16
1/27/2019,585.43,210,3301.109673,48.24,268.51,81.27
1/28/2019,556.62,200,3268.109673,46.47,249.28,78.76
1/29/2019,585.78,200,3298.109673,46.22,241.5,78.74
1/30/2019,588.59,200,3497.49,48.21,248.14,78.82
1/31/2019,553.33,190,3560.83,46.18,247.79,78.78
2/1/2019,469.72,170,3279.67,44.01,242.61,78.83
2/2/2019,449.22,160,3322.109673,48.81,246.12,79.02
2/3/2019,448.52,160,3146.7,45.06,247.61,79.07
2/4/2019,447.87,160,3304.06,43.18,249.57,79.05
2/5/2019,450.02,160,3236.97,43.67,247.07,79.16
2/6/2019,445.42,160,3248.22,43.05,245.99,79.26
2/7/2019,447.84,160,3223.6,43.85,247.6,79.31
2/8/2019,359,120,3151.16,33.9,240.74,79.4
2/9/2019,362.62,120,3084.33,34.81,252.05,79.22
2/10/2019,355.28,110,3023.58,33.44,248.14,79.11
2/11/2019,359.34,110,3107.17,32.02,246.07,78.91
2/12/2019,356.43,120,3136.59,33.21,249.95,78.88
2/13/2019,351.92,120,3154,32.8,247.31,79.02
2/14/2019,352.17,120,3153.76,32.8,246.82,79.04
2/15/2019,352.29,110,3166.24,32.4,246.47,79.14
2/16/2019,356.67,110,3161.07,30.99,250.65,79.16
2/17/2019,348.44,140,3281.11,37.75,246.81,79.42
2/18/2019,356.31,110,3233.02,31.2,242.54,79.43
2/19/2019,357.4,120,3161.97,32.68,243.15,79.27
2/20/2019,353.37,120,3225.74,32.97,241.39,79.62
2/21/2019,349.02,120,3218.04,34.76,237.04,79.52
2/22/2019,339.24,130,3158.14,36.31,238.02,79.52
2/23/2019,338.46,130,3211.31,36.9,242.3,79.41
2/24/2019,347.26,130,3180.06,37.42,237.95,79.39
2/25/2019,355.52,140,3142.56,38.59,246.55,79.69
2/26/2019,347.03,140,3189.68,39.87,253.21,79.4
2/27/2019,371.23,150,3436.34,40.45,235.54,79.6
2/28/2019,329.34,190,3462.94,50.1,245.11,79.54
3/1/2019,326.4,180,3561.71,45.52,242.82,79.28
3/2/2019,323.74,160,3457.59,40.99,249.85,79.61
3/3/2019,319.06,150,3481.67,38.94,248.6,79.63
3/4/2019,327.95,160,3527.98,40.98,248.3,79.39
3/5/2019,325.5,160,3564.33,40.36,250.36,79.47
3/6/2019,321.48,160,3591.59,39.87,254.78,79.73
3/7/2019,318.57,150,3468.44,38.55,244.02,79.62
3/8/2019,324.87,150,3326.54,40.81,252.09,79.65
3/9/2019,317.09,150,3333.23,40.82,239.92,79.72
3/10/2019,322.92,170,3433.45,46.59,251.67,80.5
3/11/2019,321.16,180,3559.16,47.42,254.82,80.74
3/12/2019,316.48,180,3495.56,47.59,259.94,80.29
3/13/2019,317.13,180,3542.12,46.12,263.67,81.22
3/14/2019,325.42,200,3456.65,53.41,259.57,81.08
3/15/2019,325.82,230,3518.3,59.05,259.54,81.12
3/16/2019,328.27,230,3483.72,60.07,256.96,80.38
3/17/2019,327.74,220,3355.96,60.54,266.15,81.36
3/18/2019,322.58,220,3386.52,58.77,257.85,80.2
3/19/2019,324.03,230,3296.46,63.8,258.99,80.29
3/20/2019,321.5,210,3551.85,53.18,262.08,80.21
3/21/2019,332.93,230,3505.42,58.62,260.2,81.64
3/22/2019,327.45,210,3487.17,54.26,261.14,81.64
3/23/2019,324.38,210,3550.09,54.98,260.76,81.63
3/24/2019,320.57,190,3594.18,49.3,266.74,81.63
3/25/2019,428.23,260,3320.109673,63.44,262.17,81.48
3/26/2019,425.43,230,3326.109673,54.54,265.71,81.58
3/27/2019,423,240,3314.109673,56.93,266.35,81.62
3/28/2019,419.49,240,3336.109673,57.48,268.55,81.75
3/29/2019,182.05,240,3269.109673,103.56,275.41,78.2
3/30/2019,256.94,210,3349.109673,76.65,260.01,78.12
3/31/2019,419.41,210,3403.78,55.97,251.28,83.53
4/1/2019,433.98,210,3439.95,54.47,246.69,83.12
4/2/2019,427.91,200,3258.109673,50.08,259.11,82.77
4/3/2019,437.28,200,3479.67,51.32,254.1,81.45
4/4/2019,437.56,210,3512.28,52.15,255.51,81.34
4/5/2019,435.57,210,3527.54,53.49,255.27,81.4
4/6/2019,435.74,210,3472.62,53.73,261.45,81.33
4/7/2019,439.65,160,3275.96,43.06,259.95,81.41
4/8/2019,441.97,150,3294.4,40.68,269.98,81.44
4/9/2019,444.25,150,3276.92,41.38,268.48,81.59
4/10/2019,442.84,170,3436.39,42.53,263.39,81.6
4/11/2019,440.51,160,3362.22,41.02,263.51,81.8
4/12/2019,440.79,150,3306.97,40.56,265.55,81.71
4/13/2019,435.49,150,3206.14,41.19,262.53,81.79
4/14/2019,436.77,140,3210.57,39.48,274.82,81.78
4/15/2019,434.05,440,3108.1,123.37,260.51,81.89
4/16/2019,433.38,241.751634,3132.02,132.66,266.12,81.89
4/17/2019,426.91,430,3235.99,117.12,277.06,81.82
4/18/2019,425.48,400,3174.34,110.84,272.43,81.69
4/19/2019,421.74,400,3227.33,108.25,274.21,81.76
4/20/2019,439.4,230.751634,3328.39,134.83,256.29,81.51
4/21/2019,440.76,235.751634,3169.63,128.52,254.48,81.8
4/22/2019,427.59,430,3306.93,114.34,261.9,81.95
4/23/2019,425.59,237.751634,3242.97,142.56,258.54,81.94
4/24/2019,426.09,244.751634,3299.62,135.81,265.33,82
4/25/2019,430.78,259.751634,3168.81,156.68,258.12,82.3
4/26/2019,438.05,252.751634,3307.69,163.65,261.8,82.08
4/27/2019,438.38,253.751634,3410.65,128.86,262,81.98
4/28/2019,430.2,241.751634,3419.16,125.74,260.99,82.15
4/29/2019,431.28,237.751634,3348.03,123.04,262.31,81.98
4/30/2019,439.07,259.751634,3357.16,152.52,263.4,82.22
5/1/2019,435.84,240.751634,3299.17,152.34,263.52,82.17
5/2/2019,423.48,234.751634,3287.62,152.25,265.56,82.29
5/3/2019,425.98,232.751634,3351.79,151.94,262.8,82.29
5/4/2019,432.18,261.751634,3308.2,146.51,262.2,82.4
5/5/2019,429.91,260.751634,3382.79,138.22,264.91,82.33
5/6/2019,428.27,243.751634,3389.14,137.27,264.58,82.2
5/7/2019,426.55,249.751634,3228.12,145.57,263.63,82.3
5/8/2019,427.71,249.751634,3199.87,140.87,267.96,82.25
5/9/2019,423.63,247.751634,3213.81,141.03,267.61,82.29
5/10/2019,422.53,231.751634,3231.77,139.29,268.49,82.38
5/11/2019,421.77,235.751634,3081.02,145.03,272.69,82.76
5/12/2019,423.92,255.751634,3130.25,140.96,288.71,82.83
5/13/2019,407.71,390,3065.6,111.71,275.48,83.3
5/14/2019,414.42,400,3018.27,117.11,280.09,83.35
5/15/2019,419.41,430,3057.22,124.55,289.03,83.35
5/16/2019,410.25,259.751634,3309.109673,157.88,286.63,84.07
