1,2,3,4,5,6,7,bias
-0.6788846,-0.63633066,0.12945794,0.33073324,0.7166654,0.6259443,-0.7268088,0.1240219
-0.5690572,-0.72561973,0.25799325,-0.62304187,0.7223621,0.10350298,-0.26801243,0.026752777
0.64574546,0.16154219,-0.1253145,1.2631979,0.6928494,0.2573959,-0.63785404,0.016237015
0.41964847,0.2666866,-0.35525846,0.38729745,-0.8911726,0.08075505,-0.77104557,0.057941895
