1,2,3,4,5,6,7,bias
0.69110423,0.50382423,-0.44491553,0.56203836,0.6163994,-0.20151787,-0.78578424,0.09178538
-0.92834085,-0.38935262,0.8096608,-0.20453054,0.35307693,0.7840644,0.7779138,0.08985566
-0.67952824,0.39552692,0.2719967,0.31119028,0.22810449,-0.09325544,-0.065824,-0.00188021
-0.27811366,-0.30866274,-0.09414134,-0.5133136,0.641576,0.8992257,-0.43766955,0.073186815
