1,2,3,4,5,6,7,bias
0.23047827,-0.31775185,-0.6848914,-0.17777394,-0.6380561,0.73768336,-0.64791745,0.18032514
-0.30008686,-0.64749414,0.83237183,0.41831884,-0.17504281,0.7071396,0.17686315,-0.020868102
0.30721268,-1.0934545,-0.23709568,0.17575566,-0.608245,0.27837098,0.5910188,0.11454789
-0.29225624,0.22146891,-0.18356244,-0.61024904,0.82029414,-0.7708599,0.2785914,0.15035044
