epochs,loss
1,0.19961684170979352
2,0.150449426816636
3,0.11235842355831184
4,0.08318664191580898
5,0.061218817086525296
6,0.041779287056482615
7,0.02750007952352864
8,0.018262892150689835
9,0.012494249182786025
10,0.00901628323788544
11,0.006689645381569488
12,0.005301609203036893
13,0.004452060016244182
14,0.003832352807190756
15,0.0033938031375698335
16,0.0032032217351303217
17,0.0029032799605342757
18,0.002810248908791258
19,0.0027165399899708583
20,0.0026285211147182392
21,0.0024926951060003726
22,0.0024180033517095857
23,0.00234820716897372
24,0.002267990963025739
25,0.0022234151602152914
26,0.0022956438679376796
27,0.002196721684646292
28,0.0020854568049538617
29,0.00205741933782131
30,0.002070115039554476
31,0.0020583185825634974
32,0.0020658265057501932
33,0.001987884622874515
34,0.0019693239704628553
35,0.0019006845914968172
36,0.0018736220622463293
37,0.001910282680636094
38,0.00184147701283973
39,0.0019127037659891174
40,0.0018366445382429876
41,0.001818736927377893
42,0.0018308746971274217
43,0.0017633777215314008
44,0.0018165038517458673
45,0.0018392250837755844
46,0.0017710518923789338
47,0.0017981763621125295
48,0.0017390799722996958
49,0.00173161542449666
50,0.001747976111051575
