epochs,loss
1,0.5443330977729817
2,0.19414181428863175
3,0.10238944560326824
4,0.07608615056419717
5,0.060258736768409836
6,0.04791899580021749
7,0.038142338329598534
8,0.030109171119130137
9,0.02342162199374569
10,0.017949502587543062
11,0.013707206184372081
12,0.010495865368869286
13,0.008118174622659033
14,0.006285511156141608
15,0.004969817467780325
16,0.00411798745737734
17,0.003471548886368304
18,0.0030406542976758907
19,0.0027693892425761546
20,0.0025765712925200188
21,0.00247425349878531
22,0.002427552228977192
23,0.0023164742222744924
24,0.002295623858834865
25,0.002273775187868569
26,0.002232409563078194
27,0.0022332141620174857
28,0.0022144274880884956
29,0.0022034004133782027
30,0.002149986087674528
31,0.002168784430045775
32,0.002103682339189097
33,0.0020940367819217206
34,0.0020865483903302695
35,0.002074938695251839
36,0.0020675230755215633
37,0.0020431733965738
38,0.002019954712806391
39,0.002009888159637059
40,0.002013985594253678
41,0.0020078956676019945
42,0.002006054846376845
43,0.002012032792165211
44,0.0019803429970133993
45,0.0019514408411841896
46,0.0019673435154941923
47,0.0019768301652622732
48,0.0019627811343891164
49,0.0020053315500848127
50,0.001922360569327583
