epochs,loss
1,0.06063790223444227
2,0.04425569766843996
3,0.03481008817240521
4,0.029010408115690226
5,0.025151038888710828
6,0.022221288082175817
7,0.02028448298929175
8,0.019114417910526725
9,0.018089467379376854
10,0.01722307725641034
11,0.01663833933524979
12,0.01600820330865494
13,0.015457558015071267
14,0.01513060863274875
15,0.014679322459140614
16,0.014217402777704185
17,0.013941853594130851
18,0.013700789568960245
19,0.013588853094120739
20,0.013402807867931361
21,0.013180092422248548
22,0.013023718484430504
23,0.0130027707512742
24,0.012730720828535344
25,0.012614927331764303
26,0.012493220837108191
27,0.012667122947657013
28,0.012400852449237715
29,0.012387287103716225
30,0.012201942525755488
31,0.01217280979322073
32,0.012059850993923944
33,0.01220334973250239
34,0.011919305752699576
35,0.01178902139256582
36,0.011788615251829304
37,0.011731722843909317
38,0.01170590145767306
39,0.011656857823035166
40,0.011581900557351003
41,0.011545431399273142
42,0.011629067671990687
43,0.011499147851044375
44,0.011486678232290272
45,0.011432955025440204
46,0.01141583796199493
47,0.011406663665723467
48,0.011393658642959254
49,0.011267692404585639
50,0.011250883493987167
51,0.01123086769770288
52,0.011239862947282499
53,0.01112024287895613
54,0.011153870367505892
55,0.011508645700042355
56,0.011155889722449592
57,0.01119113185140392
58,0.01143148930701436
59,0.011107863260397392
60,0.010966816718152401
