epochs,loss
1,0.06118207192750432
2,0.016347801146663763
3,0.01425248330187558
4,0.012936222116315467
5,0.01169966945825987
6,0.010601715188989435
7,0.009970067837187815
8,0.008906266034285926
9,0.008259194577814795
10,0.007631266742930677
11,0.007203477965556693
12,0.0066535893097009755
13,0.006209874812902031
14,0.005933238486039813
15,0.005428484003948768
16,0.005125390712625754
17,0.004876954000646216
18,0.004579049168299678
19,0.00432265023367442
20,0.0042405350962431455
21,0.003993921296468622
22,0.00381320917331871
23,0.003657392986661675
24,0.0035426850172096684
25,0.0034216910758027665
26,0.0031473688762541393
27,0.003144846487341065
28,0.0029718172622390615
29,0.0028573222308894666
30,0.0027675450616867175
31,0.002653658420757751
32,0.0027367930005809957
33,0.0026964489393984555
34,0.0025599884489684566
35,0.0025123513424207444
36,0.002498295807207106
37,0.002449291681750308
38,0.0024330464213526103
39,0.002455576074347087
40,0.002372660251929841
41,0.002383452131712444
42,0.002328231013742692
43,0.0024641044092734332
44,0.0022847117775999684
45,0.0022829784156875124
46,0.0022426570364070504
47,0.0022369650486229577
48,0.002257458173000633
49,0.0022266518246223353
50,0.002184999228312386
51,0.0021696714285103576
52,0.00217581859172027
53,0.002153711923742936
54,0.0021524070795963944
55,0.0021312199202459772
