epochs,loss
1,0.14811382549842875
2,0.023115194654596116
3,0.017073578292686856
4,0.01612643037693116
5,0.015234897217857007
6,0.014415196611551578
7,0.013599751371599151
8,0.012798322467805299
9,0.012117589293850328
10,0.011424508630036785
11,0.0108304921647754
12,0.010302132827963285
13,0.009838953847532162
14,0.009441913264656144
15,0.00905839452041287
16,0.008795682386819922
17,0.008464478646388244
18,0.008149862550021725
19,0.007797150279139588
20,0.007620203688569024
21,0.007357496534122382
22,0.007177242010172535
23,0.0070069176275544395
24,0.006903141038958917
25,0.006822021668758206
26,0.006580595556508474
27,0.006431414243342441
28,0.006379966177550221
29,0.006250433582263832
30,0.0062045546209827844
31,0.006062449281755275
32,0.006004629924497707
33,0.005816829660223827
34,0.005753155084763596
35,0.005675725966415747
36,0.0056259149973857435
37,0.005554647202478588
38,0.005431009534903184
39,0.005398869432111407
40,0.005294887221395925
41,0.00527057874684627
42,0.0052640973382679845
43,0.005098173385467343
44,0.005130588062923404
45,0.005016836368307128
46,0.004981415017024112
47,0.004943693739330333
48,0.004883033844954026
49,0.004914576428259288
50,0.0048206066101498316
