date,orig,pred
2018-08-27,133.27,106.08311158098282
2018-08-28,410.21,106.33958889029923
2018-08-29,746.72,729.5470531892776
2018-08-30,718.77,517.0621601903439
2018-08-31,726.94,479.22817476212975
2018-09-01,738.86,459.7471551274508
2018-09-02,768.23,602.561382778883
2018-09-03,671.85,671.9150240060686
2018-09-04,680.85,743.6969584149122
2018-09-05,693.1,751.3172042599319
2018-09-06,705.43,752.7113665229082
2018-09-07,761.43,825.9969290101527
2018-09-08,761.37,835.945085221827
2018-09-09,744.83,839.4966949900984
2018-09-10,728.53,829.6471989554166
2018-09-11,711.45,816.8140155839919
2018-09-12,696.13,805.4799970924854
2018-09-13,697.93,769.7432451409101
2018-09-14,697.98,779.2107070457935
2018-09-15,693.91,807.6013475012779
2018-09-16,692.51,807.6769869703054
2018-09-17,677.37,814.6831123644113
2018-09-18,685.07,783.0746624061464
2018-09-19,633.55,803.4742983356118
2018-09-20,627.24,730.940119228065
2018-09-21,653.42,737.6898847654461
2018-09-22,644.73,740.1321939563751
2018-09-23,684.24,728.1045004585385
2018-09-24,655.55,767.4349885079264
2018-09-25,664.1,756.6587915250659
2018-09-26,672.15,762.4412175175547
2018-09-27,680.26,740.8539009812474
2018-09-28,677.04,735.9042921653389
2018-09-29,658.76,715.2864293205738
2018-09-30,672.92,702.0023062989115
2018-10-01,692.36,712.7408401507139
2018-10-02,700.92,722.3530036485195
2018-10-03,668.8,731.3148712971806
2018-10-04,682.11,688.9267790800333
2018-10-05,688.91,715.6116946977377
2018-10-06,788.23,721.865653694868
2018-10-07,794.23,787.2812661272287
2018-10-08,917.97,850.7001061996817
2018-10-09,841.44,883.1026922810078
2018-10-10,1206.16,817.8226984411477
2018-10-11,1163.04,1160.8322650405764
2018-10-12,1108.64,1121.7779471850395
2018-10-13,1281.35,1053.6862949043511
2018-10-14,1375.58,1264.5722666221857
2018-10-15,1343.83,1385.5420935896036
2018-10-16,1307.45,1374.8073182207343
2018-10-17,1330.85,1345.9358268550036
2018-10-18,1268.65,1371.3470082670447
2018-10-19,1230.3,1281.2484204909204
2018-10-20,1188.42,1278.6510738790034
2018-10-21,1130.63,1241.952698408663
2018-10-22,1141.8,1175.821643089652
2018-10-23,1204.76,1229.9690104818344
2018-10-24,1193.74,1312.6243143177032
2018-10-25,1190.45,1253.9709956991671
2018-10-26,1240.98,1228.7146168029308
2018-10-27,1242.79,1287.7375195765494
2018-10-28,1221.89,1303.1191109800338
2018-10-29,1225.52,1281.416690903902
2018-10-30,1224.44,1281.1273660197853
2018-10-31,1260.51,1274.5271567824482
2018-11-01,1243.51,1306.981265400648
2018-11-02,1260.49,1290.7403908365964
2018-11-03,1299.99,1309.9531291764974
2018-11-04,1282.46,1349.2546455866095
2018-11-05,1286.21,1321.117311220467
2018-11-06,1323.54,1336.6480674153563
2018-11-07,1240.42,1370.9965297335384
2018-11-08,1687.07,1292.0889814940094
2018-11-09,1589.32,1765.286602566242
2018-11-10,1587.48,1663.0770082539318
2018-11-11,1603.29,1651.514192113876
2018-11-12,1600.8,1664.3202830874918
2018-11-13,1650.14,1672.5815851777788
2018-11-14,1604.18,1726.8091335391996
2018-11-15,1682.79,1669.328618199229
2018-11-16,1687.84,1757.7821649765965
2018-11-17,1693.9,1761.519036632776
2018-11-18,1676.8,1755.7131201219556
2018-11-19,1557.46,1734.1782657432552
2018-11-20,1543.62,1544.6628713792559
2018-11-21,1835.51,1570.0215123319624
2018-11-22,1904.76,1885.0609970557687
2018-11-23,1894.99,1962.4467512160536
2018-11-24,1891.1,1949.2032667911049
2018-11-25,1789.65,1913.8597461163995
2018-11-26,1975.97,1834.6115070593355
2018-11-27,1976.14,2026.824709151983
2018-11-28,1913.89,1992.9526345455643
2018-11-29,1983.03,1927.783202745318
2018-11-30,1946.0,2002.034068932533
2018-12-01,1919.95,1957.4678575539585
2018-12-02,1963.78,1926.3823848354814
2018-12-03,1965.97,1978.5133261340854
2018-12-04,1971.58,1977.5282903987165
2018-12-05,1951.49,1960.9206505417822
2018-12-06,1986.83,1939.0901288390157
2018-12-07,2045.46,2005.54261275053
2018-12-08,2037.54,2087.888311554789
2018-12-09,2003.77,2077.3543801176543
2018-12-10,2054.4,2043.6689768302438
2018-12-11,1989.72,2093.4256531393526
2018-12-12,1953.66,2029.1576308292147
2018-12-13,1938.49,1992.5911937701699
2018-12-14,1997.78,1980.220147196054
2018-12-15,2165.49,2043.0140611791608
2018-12-16,2158.17,2201.7675255638355
2018-12-17,2186.29,2199.487535854578
2018-12-18,2151.33,2225.144349786639
2018-12-19,2193.39,2186.518890494108
2018-12-20,2186.32,2226.887346246838
2018-12-21,2147.5,2220.6150646454093
2018-12-22,2123.57,2184.8510636925694
2018-12-23,2148.26,2160.836236991882
2018-12-24,2193.03,2183.2750065159794
2018-12-25,2391.16,2214.243026642799
2018-12-26,2240.67,2420.0838614368436
2018-12-27,2295.58,2272.489802690744
2018-12-28,2190.84,2326.9448958730695
2018-12-29,2377.78,2214.28938126564
2018-12-30,2305.6,2403.9324074459073
2018-12-31,2368.55,2328.519700222015
2019-01-01,2312.43,2393.783250699043
2019-01-02,2384.37,2332.986030774116
2019-01-03,2426.79,2402.398633202314
2019-01-04,2416.1,2450.4498978805536
2019-01-05,2460.93,2438.273352798223
2019-01-06,2486.33,2479.7663779652116
2019-01-07,2437.36,2517.6775688970083
2019-01-08,2448.6,2459.731784690618
2019-01-09,2478.89,2476.905389435887
2019-01-10,2551.09,2509.485328930616
2019-01-11,2422.12,2571.2085450881714
