date orig pred
2018-08-27 1851.7 1866.1694512954352
2018-08-28 1255.84 1599.6791975420713
2018-08-29 1944.06 1649.0348129990696
2018-08-30 1948.92 1882.0582624951003
2018-08-31 2067.81 1853.957650257647
2018-09-01 1997.99 1912.4090305343268
2018-09-02 2002.82 1875.9439972853659
2018-09-03 1753.02 1887.9585535165666
2018-09-04 1735.71 1690.8182785815
2018-09-05 1730.77 1676.9590651741623
2018-09-06 1707.56 1720.7562626191973
2018-09-07 1695.5 1734.4001526945829
2018-09-08 1678.15 1672.3566503766178
2018-09-09 1618.45 1649.351322107315
2018-09-10 1635.7 1601.6804902999102
2018-09-11 1616.35 1608.639022644162
2018-09-12 1600.49 1589.2070363360642
2018-09-13 1618.74 1623.4389129936694
2018-09-14 1647.31 1657.9404564908145
2018-09-15 1639.84 1702.9980779311059
2018-09-16 1687.26 1702.1726178595422
2018-09-17 1673.97 1720.865705154836
2018-09-18 1590.76 1703.4971531626582
2018-09-19 1630.1 1523.4142637205123
2018-09-20 1598.28 1560.1749752992391
2018-09-21 1729.83 1567.2882544240354
2018-09-22 1793.33 1657.619522191286
2018-09-23 1770.66 1701.0543396428227
2018-09-24 1653.93 1694.1919472774862
2018-09-25 1611.75 1627.6995087474584
2018-09-26 1719.83 1603.3605249637365
2018-09-27 1787.25 1729.3506316801904
2018-09-28 1790.98 1796.2603873345254
2018-09-29 1768.87 1792.033951898813
2018-09-30 1757.99 1774.5062549176812
2018-10-01 1798.51 1773.5552705177663
2018-10-02 1778.39 1806.5798794412613
2018-10-03 1731.42 1793.7998190838098
2018-10-04 1734.92 1805.051029818654
2018-10-05 1797.74 1789.167561227977
2018-10-06 1948.7 1823.8967322474716
2018-10-07 1820.7 1922.9487568560241
2018-10-08 1584.3 1846.2306726539134
2018-10-09 1639.05 1725.2457271075248
2018-10-10 2066.32 1728.9398444113133
2018-10-11 2332.36 2191.585336313248
2018-10-12 2384.66 2354.9557353538275
2018-10-13 2700.33 2377.284495048523
2018-10-14 2844.08 2694.146755144596
2018-10-15 2881.14 2827.1615292286874
2018-10-16 3036.24 2821.274297918081
2018-10-17 3003.76 2931.4895151275396
2018-10-18 2990.48 2908.413977420926
2018-10-19 2828.5 2898.27597212255
2018-10-20 2912.93 2774.9403865528107
2018-10-21 2948.94 2835.0383697128295
2018-10-22 2903.07 2849.08921548903
2018-10-23 2924.79 2769.751364081502
2018-10-24 2939.57 2773.8539481270313
2018-10-25 2974.43 2850.7194127851726
2018-10-26 3039.14 2889.020522656441
2018-10-27 3066.63 2937.0989307707546
2018-10-28 3057.61 2946.665222941637
2018-10-29 2994.81 2934.9244349467754
2018-10-30 2972.96 2896.8072403424976
2018-10-31 2865.47 2881.629373898506
2018-11-01 2902.75 2819.387331596017
2018-11-02 2911.03 2847.2225402879712
2018-11-03 2831.76 2848.018427129984
2018-11-04 2805.46 2796.139643155336
2018-11-05 2811.99 2786.1876038223504
2018-11-06 2759.52 2778.5117317813633
2018-11-07 2950.24 2753.271196222305
2018-11-08 2852.76 2868.2668072640895
2018-11-09 2932.35 2854.7607996731995
2018-11-10 2858.04 2915.401786183119
2018-11-11 2845.88 2864.1032419240473
2018-11-12 2904.44 2863.9727527469395
2018-11-13 2859.22 2884.5796813064812
2018-11-14 2842.34 2861.1957833194733
2018-11-15 2804.29 2849.839771103263
2018-11-16 2773.03 2826.482855989933
2018-11-17 2845.6 2796.5583094233275
2018-11-18 2812.02 2868.6407898932694
2018-11-19 2544.68 2843.9094751262664
2018-11-20 2550.36 2665.914790278077
2018-11-21 2573.4 2631.56537622273
2018-11-22 2653.56 2699.72476272285
2018-11-23 2651.96 2664.3777378618715
2018-11-24 2585.53 2686.0318177831173
2018-11-25 2552.87 2637.3557929825784
2018-11-26 2514.18 2548.809550240636
2018-11-27 2400.43 2479.537821756005
2018-11-28 2401.26 2351.495019907355
2018-11-29 2434.6 2326.7061776536702
2018-11-30 2439.63 2329.0227113246915
2018-12-01 2493.37 2331.6515987414123
2018-12-02 2553.92 2391.50198705256
2018-12-03 2426.3 2441.145725634694
2018-12-04 2426.45 2337.19787446022
2018-12-05 2484.29 2338.107089371681
2018-12-06 2296.14 2391.298212390542
2018-12-07 2473.55 2334.9438331246374
2018-12-08 2432.24 2388.1934550136325
2018-12-09 2499.19 2375.1888971471785
2018-12-10 2499.13 2444.9209534567594
2018-12-11 2456.6 2443.422756378651
2018-12-12 2518.62 2415.8530591636895
2018-12-13 2454.59 2471.4017298215626
2018-12-14 2442.02 2427.7271425545214
2018-12-15 2317.21 2401.8390180271863
2018-12-16 2246.08 2291.9454366719724
2018-12-17 2218.78 2222.802470460534
2018-12-18 2198.11 2193.78508810699
2018-12-19 2246.36 2188.8681609338523
2018-12-20 2241.0 2234.679252138734
2018-12-21 2234.94 2221.7116068434716
2018-12-22 2254.33 2214.444039646983
2018-12-23 2310.61 2250.9872692638633
2018-12-24 2018.54 2292.2726849639416
2018-12-25 1892.21 2041.6856512647867
2018-12-26 1939.35 1887.1758343169092
2018-12-27 1935.06 1928.7879046857356
2018-12-28 1938.93 1902.1384853604434
2018-12-29 1920.53 1940.1879529517887
2018-12-30 1977.23 1889.0326337862014
2018-12-31 1884.49 1961.3930918207764
2019-01-01 1942.96 1883.4776156163214
2019-01-02 1950.18 1930.2712611833213
2019-01-03 1872.01 1934.8482041481136
2019-01-04 1797.52 1856.9990518471598
2019-01-05 1869.7 1780.3046586081384
2019-01-06 1781.13 1833.3586546629665
2019-01-07 1837.55 1742.7744494378564
2019-01-08 1828.6 1810.668918084204
